,upc,department,product_name,crv_by_05_cents,Price,size,upce,has_crv,sugar_column,is_taxable,Images,sugar_tax,contains_promotion
367,75140005024,Water/Juices,Crystal Geyser:Natural,1.0,0.95,16.90 OZ,,True,False,False,,0,False
368,75140005055,Water/Juices,Crystal Geyser:Natural w/ Sport Cap,2.0,1.59,1.00 LT,,True,False,False,,0,False
372,75140700028,Water/Juices,Crystal Geyser:Natural w/ Sport Cap,1.0,1.59,23.60 FL OZ,07514248,True,False,False,,0,False
512,96619756803,Water/Juices,Kirk Purified Water,1.0,0.95,16.9 oz,,True,False,False,,0,False
547,613008735159,Water/Juices,Arizona: Lemon Iced Tea,2.0,1.39,23.00 FL OZ,0,True,True,False,https://i5.walmartimages.com/asr/cc8330ef-9e38-4c27-87e3-78134bc98c16_1.16dd79ba9b1f9bb852b468e8c5f9f776.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,0,False
551,632565000012,Water/Juices,Fiji:Natural Artesian Water,1.0,1.99,1.05 PT,0,True,False,False,,0,False
552,632565000029,Water/Juices,Fiji,2.0,3.99,1 L,0,True,True,False,,0,False
582,682430400119,Water/Juices,VOSS Water,2.0,3.49,28.74 oz,0,True,False,False,,0,False
583,682430611744,Water/Juices,Voss Water,2.0,4.49,1.5 PT,0,True,False,False,,0,False
803,857416006245,Water/Juices,Alkaline Water,1.0,1.59,591ml,0,True,False,False,,0,False
878,8690723511208,Water/Juices,Uludag Gazoz:Mineral Water ( Green) ,1.0,1.39,200 ml,0,True,False,False,,0,False
